bfz_157.jpg,0,0,0,0,1,0
zen_180.jpg,0,0,0,1,0,0
som_16.jpg,0,0,0,0,0,1
mir_213.jpg,0,0,0,1,0,0
inv_137.jpg,0,0,0,0,1,0
ori_154.jpg,0,0,0,0,1,0
bfz_199.jpg,1,0,0,1,0,0
cst_381.jpg,0,0,0,1,0,0
usg_139.jpg,1,0,0,0,0,0
gtc_191.jpg,0,0,0,1,1,0
dom_62.jpg,0,1,0,0,0,0
ptk_33.jpg,0,0,0,0,0,1
mrd_249.jpg,0,0,1,0,0,0
ice_373.jpg,1,0,0,0,0,0
dst_29.jpg,0,1,0,0,0,0
tor_117.jpg,0,0,0,0,1,0
ody_214.jpg,0,0,0,0,1,0
dis_69.jpg,0,0,0,0,1,0
fem_44.jpg,1,0,0,0,0,0
m19_170.jpg,0,0,0,1,0,0
eve_46.jpg,1,0,0,0,0,0
rix_101.jpg,0,0,0,0,1,0
m10_170.jpg,0,0,0,1,0,0
eve_102.jpg,0,1,0,0,1,0
gs1_15.jpg,0,1,0,0,0,0
war_184.jpg,0,0,0,1,0,1
eld_132.jpg,0,0,0,0,1,0
vis_120.jpg,0,0,0,1,0,0
som_74.jpg,1,0,0,0,0,0
dka_158.jpg,1,0,0,0,0,1
soi_123.jpg,1,0,0,0,0,0
isd_16.jpg,0,0,0,0,0,1
mmq_290.jpg,0,0,1,0,0,0
mh1_203.jpg,0,1,0,1,0,0
5dn_25.jpg,0,1,0,0,0,0
tor_88.jpg,1,0,0,0,0,0
vis_21.jpg,0,0,0,0,0,1
c19_222.jpg,0,0,1,0,0,0
nph_169.jpg,0,1,0,0,0,0
gtc_184.jpg,0,0,0,0,1,1
ths_3.jpg,0,0,0,0,0,1
dst_134.jpg,0,0,1,0,0,0
exo_4.jpg,0,0,0,0,0,1
ala_167.jpg,1,1,0,0,0,1
war_186.jpg,0,1,0,1,0,0
dgm_107.jpg,0,0,0,0,1,1
rav_169.jpg,0,0,0,1,0,0
shm_229.jpg,0,0,0,1,0,1
c13_166.jpg,0,0,0,1,0,0
